time,open,high,low,close,volume,closetime,assetvolume,trade_count,taker_buy_asset_volume,taker_buy_quote_volume,ignore
1581897600000,9921.87,9971.00,9777.00,9821.00,22597.979,1581911999999,223014359.40310,44924,10759.802,106171739.75545,0
1581912000000,9821.00,9841.00,9720.23,9762.62,24458.666,1581926399999,239268604.63898,53825,12281.547,120153576.21231,0
1581926400000,9762.62,9844.75,9585.00,9634.54,39047.906,1581940799999,379296087.53142,88184,18310.110,177900638.16377,0
1581940800000,9634.59,9685.00,9461.89,9638.71,54052.685,1581955199999,518098406.99616,119745,25924.998,248601205.19795,0
1581955200000,9638.71,9730.00,9590.00,9674.93,28798.976,1581969599999,277919833.41636,57423,14135.059,136408703.60163,0
1581969600000,9674.64,9738.15,9614.79,9716.00,16381.967,1581983999999,158392492.50132,35392,8544.610,82645416.76824,0
1581984000000,9716.00,9765.56,9635.74,9730.47,14970.037,1581998399999,145372433.84764,35086,7703.590,74807250.59627,0
1581998400000,9730.55,9821.00,9729.44,9797.79,15740.452,1582012799999,154031551.30337,35624,7864.367,76962550.28352,0
1582012800000,9797.78,9802.59,9645.23,9712.56,23649.320,1582027199999,229844751.55811,62500,11251.624,109363135.82624,0
1582027200000,9711.84,9876.40,9598.00,9837.99,33558.670,1582041599999,326444690.72495,81271,17213.903,167546023.51334,0
1582041600000,9837.96,10060.00,9830.00,10053.00,36929.486,1582055999999,367808972.88540,85196,18852.212,187823586.53179,0
1582056000000,10053.50,10270.00,10037.76,10174.32,41271.404,1582070399999,418818213.55645,99149,21134.272,214498187.87946,0
1582070400000,10174.53,10198.88,10090.00,10158.92,17275.134,1582084799999,175205258.73113,34142,8365.698,84851385.75021,0
1582084800000,10159.77,10175.00,10037.26,10067.74,17499.600,1582099199999,176717741.92315,36358,7994.214,80732973.04626,0
1582099200000,10068.19,10228.22,10026.08,10213.01,20955.392,1582113599999,212299564.18975,47995,11221.610,113715834.82369,0
1582113600000,10213.01,10258.50,10050.00,10123.83,16831.685,1582127999999,170654862.93448,50528,7684.389,77959368.54608,0
1582128000000,10124.56,10286.00,10100.00,10150.61,25352.968,1582142399999,258351617.48977,65207,12266.573,125042961.25939,0
1582142400000,10150.61,10160.23,9293.07,9593.65,89581.148,1582156799999,868590987.57367,208305,38867.717,376639556.96206,0
1582156800000,9593.31,9654.64,9500.00,9574.11,22782.700,1582171199999,218463430.50796,54207,10230.412,98114966.12180,0
1582171200000,9574.10,9628.67,9538.00,9607.38,13462.140,1582185599999,129025399.86769,27006,7143.752,68464155.22436,0
1582185600000,9607.94,9642.00,9545.00,9572.96,19659.301,1582199999999,188662386.17247,44977,9854.968,94571651.38898,0
1582200000000,9572.96,9625.29,9523.86,9577.22,21187.677,1582214399999,202985332.34417,49325,10528.694,100858847.98791,0
1582214400000,9577.40,9700.00,9382.59,9557.06,51090.006,1582228799999,488040170.11086,124347,23749.911,226994093.38441,0
1582228800000,9557.47,9665.88,9540.92,9601.99,14923.763,1582243199999,143290624.18195,40579,7650.673,73458893.15566,0
1582243200000,9601.51,9720.00,9572.06,9709.82,15340.588,1582257599999,148046918.51350,35640,7980.983,77032443.33380,0
1582257600000,9709.86,9740.00,9651.00,9676.63,15560.330,1582271999999,150733034.32771,30856,8042.339,77917089.56474,0
1582272000000,9676.66,9724.60,9616.76,9700.19,14682.152,1582286399999,141996643.94376,34228,7509.834,72637693.31605,0
1582286400000,9700.16,9759.59,9662.86,9726.00,18263.908,1582300799999,177505959.18649,43242,8914.505,86653314.62308,0
1582300800000,9726.97,9745.00,9668.71,9687.58,12730.840,1582315199999,123634190.75445,27041,6193.988,60158817.00585,0
1582315200000,9687.59,9730.00,9547.00,9681.39,22376.470,1582329599999,216078290.82509,51932,10797.823,104308686.67602,0
1582329600000,9681.39,9710.70,9640.00,9670.56,9214.684,1582343999999,89127534.35714,19684,4343.070,42012569.50145,0
1582344000000,9670.56,9672.00,9565.00,9598.20,12777.560,1582358399999,122883273.65296,27554,5789.416,55679913.71793,0
1582358400000,9596.01,9666.66,9596.01,9640.87,9579.155,1582372799999,92285088.30518,22002,5083.166,48969159.66318,0
1582372800000,9640.87,9675.05,9616.02,9637.72,10261.766,1582387199999,99038018.34987,26193,5210.001,50284634.27718,0
1582387200000,9637.50,9690.00,9613.77,9675.44,10278.805,1582401599999,99267866.36066,26660,5494.327,53068841.15846,0
1582401600000,9675.01,9708.47,9655.00,9659.20,6307.577,1582415999999,61086443.27826,15896,3189.530,30890285.62181,0
1582416000000,9658.95,9805.00,9657.00,9793.80,9537.043,1582430399999,92740341.27561,24040,5613.587,54599966.51926,0
1582430400000,9793.80,9950.00,9793.80,9889.57,26218.655,1582444799999,259259003.76965,57351,13797.802,136436127.91450,0
1582444800000,9889.57,10018.90,9823.50,9842.16,22962.919,1582459199999,227383863.62125,52546,11686.333,115768915.57301,0
1582459200000,9842.10,9918.32,9815.25,9873.95,15790.056,1582473599999,155937112.03058,37202,7293.197,72038494.01423,0
1582473600000,9873.24,9905.00,9860.00,9882.01,6889.505,1582487999999,68115689.25446,19939,3234.083,31974595.44090,0
1582488000000,9882.03,9980.29,9852.00,9943.12,15736.180,1582502399999,156160132.43643,38026,8261.566,82015711.19306,0
1582502400000,9943.12,10000.00,9560.00,9759.23,40657.769,1582516799999,399062452.09795,90625,17878.250,175580601.90285,0
1582516800000,9759.24,9767.99,9668.00,9756.87,18001.178,1582531199999,175201643.89745,40333,8620.227,83916382.09066,0
1582531200000,9756.86,9827.92,9702.00,9816.20,17425.087,1582545599999,170027443.45931,38655,8546.175,83412335.32291,0
1582545600000,9816.21,9848.20,9676.24,9709.79,27554.446,1582559999999,269127555.05791,61526,13048.307,127473873.10843,0
1582560000000,9710.32,9740.00,9487.38,9608.40,38442.595,1582574399999,369525294.44783,90678,17806.902,171228392.49504,0
1582574400000,9608.88,9680.00,9574.01,9662.95,15884.596,1582588799999,152844635.69681,35853,7788.525,74947483.84868,0
1582588800000,9662.88,9680.00,9574.12,9588.77,12362.127,1582603199999,118843233.66844,27102,5965.740,57347126.93229,0
1582603200000,9588.32,9614.48,9497.50,9530.57,18559.237,1582617599999,177223815.36831,39773,9071.764,86628259.26986,0
1582617600000,9530.56,9658.00,9501.02,9632.00,23240.035,1582631999999,222523584.94835,52123,12136.992,116228574.23089,0
1582632000000,9634.29,9686.78,9357.60,9404.39,46673.935,1582646399999,443179063.06395,107715,21076.251,200227553.50930,0
1582646400000,9404.93,9466.48,9285.66,9368.30,37191.922,1582660799999,348216888.99967,80297,17755.038,166277996.89398,0
1582660800000,9368.59,9434.65,9247.00,9326.00,30614.469,1582675199999,286329482.50737,63343,14601.092,136628555.98799,0
1582675200000,9326.00,9384.00,9117.71,9178.92,38363.262,1582689599999,353994888.22320,81950,17455.641,161077781.39088,0
1582689600000,9178.92,9230.72,9130.00,9157.61,21741.146,1582703999999,199695128.70947,43825,10533.325,96774453.44354,0
1582704000000,9158.52,9241.73,9116.00,9170.01,28263.287,1582718399999,259239127.82761,59027,13786.501,126474320.90186,0
1582718400000,9170.00,9300.00,8981.06,9004.24,76667.011,1582732799999,699063015.88472,175748,35686.547,325554902.10026,0
1582732800000,9004.08,9040.00,8610.00,8838.29,79977.143,1582747199999,703313447.17977,181369,37278.471,327695153.14909,0
1582747200000,8838.30,8869.00,8720.00,8792.22,21993.323,1582761599999,193698796.75110,52636,10515.742,92619204.15420,0
1582761600000,8793.96,8798.09,8533.90,8745.50,49497.137,1582775999999,428848115.72986,106568,24152.232,209280627.79093,0
1582776000000,8745.49,8836.56,8675.98,8819.07,22738.520,1582790399999,199421266.77160,53789,11168.911,97948407.95829,0
1582790400000,8817.71,8862.00,8742.20,8808.00,24312.386,1582804799999,214094153.09471,55416,11787.140,103796980.49848,0
1582804800000,8808.00,8947.00,8750.56,8851.14,42817.894,1582819199999,378883506.45243,104946,21797.522,192948131.20443,0
1582819200000,8851.14,8978.00,8847.37,8919.41,29348.734,1582833599999,261612725.21629,58186,15410.608,137402517.56723,0
1582833600000,8920.00,8921.00,8684.46,8828.00,31923.817,1582847999999,280719100.88947,68856,15015.446,132007159.32646,0
1582848000000,8827.12,8908.86,8790.00,8842.11,18490.201,1582862399999,163849089.78888,41466,9733.864,86267092.34105,0
1582862400000,8842.11,8869.15,8702.00,8736.05,17951.732,1582876799999,157614267.22785,45127,8522.687,74865567.93841,0
1582876800000,8736.33,8787.00,8550.00,8593.54,43974.208,1582891199999,379994761.53710,103764,20635.722,178356332.93433,0
1582891200000,8593.43,8730.00,8450.00,8720.00,61733.864,1582905599999,530612707.81840,153466,30647.976,263627416.31501,0
1582905600000,8720.01,8741.93,8500.00,8586.19,27936.447,1582919999999,240414984.89390,71306,13879.278,119455521.88850,0
1582920000000,8586.17,8809.05,8576.13,8699.57,25979.658,1582934399999,226170345.81595,64492,14157.866,123274271.42062,0
1582934400000,8699.86,8777.77,8670.00,8727.75,15197.697,1582948799999,132519524.92255,32454,7708.610,67217849.45174,0
1582948800000,8725.24,8799.83,8711.00,8756.41,15338.668,1582963199999,134210636.80595,29744,7740.982,67739242.49558,0
1582963200000,8756.50,8775.00,8613.00,8708.56,19911.086,1582977599999,173118315.84887,41115,9342.549,81240932.20900,0
1582977600000,8706.83,8708.65,8580.00,8657.77,23410.208,1582991999999,202265150.99626,50936,11133.968,96207389.02510,0
1582992000000,8657.77,8685.00,8602.96,8680.00,14276.416,1583006399999,123499433.95548,30255,7061.050,61084799.53396,0
1583006400000,8679.89,8679.89,8530.00,8531.98,15390.610,1583020799999,132547861.28770,32907,6499.912,56002892.01957,0
1583020800000,8532.50,8679.00,8520.06,8627.76,24400.094,1583035199999,209988876.90407,48573,12262.010,105536318.02365,0
1583035200000,8627.64,8641.45,8525.00,8547.86,18840.962,1583049599999,161504091.16894,36229,8619.204,73884385.90310,0
1583049600000,8548.40,8659.00,8530.00,8654.99,21450.808,1583063999999,184162507.74707,46229,11363.290,97576456.86475,0
1583064000000,8654.36,8762.24,8544.70,8565.69,43304.204,1583078399999,373785486.67422,90200,21334.800,184184926.52028,0
1583078400000,8565.82,8587.72,8409.00,8548.53,44955.186,1583092799999,382291973.04218,84245,21448.524,182429622.65646,0
1583092800000,8548.53,8600.00,8475.72,8537.84,21381.662,1583107199999,182561693.57284,40850,10585.782,90390559.86161,0
1583107200000,8537.84,8661.06,8504.95,8608.87,21085.732,1583121599999,181065426.58408,42007,10978.520,94310186.12671,0
1583121600000,8608.87,8704.35,8600.32,8627.42,20955.806,1583135999999,181215984.85992,39870,10721.578,92727171.63461,0
1583136000000,8627.41,8779.88,8622.73,8760.70,29251.336,1583150399999,254943321.09675,56510,15438.797,134561256.45419,0
1583150400000,8760.70,8900.00,8722.00,8828.53,42721.820,1583164799999,376675037.36039,86429,22076.316,194683363.73766,0
1583164800000,8829.52,8925.32,8823.89,8885.64,25483.530,1583179199999,225958678.21161,58413,13088.245,116070000.07570,0
1583179200000,8885.64,8972.00,8854.54,8919.70,20796.260,1583193599999,185349480.65643,47057,10998.727,98037329.50586,0
1583193600000,8919.70,8922.34,8805.50,8870.58,19392.312,1583207999999,171646982.78894,38645,9244.932,81835379.57378,0
1583208000000,8870.98,8871.36,8752.29,8759.12,20205.610,1583222399999,177935414.23317,40635,8907.061,78451795.79421,0
1583222400000,8759.13,8871.47,8737.07,8863.22,24796.037,1583236799999,218630570.53656,49112,13775.362,121481615.43987,0
1583236800000,8863.27,8907.00,8660.00,8756.25,60115.814,1583251199999,527861268.34805,125394,28649.951,251688941.34870,0
1583251200000,8754.76,8787.40,8657.41,8717.92,24240.415,1583265599999,211176942.29451,52350,11076.363,96500607.37015,0
1583265600000,8717.92,8799.00,8690.93,8765.00,11373.417,1583279999999,99465690.67061,24879,5818.585,50890887.00248,0
1583280000000,8765.00,8842.00,8731.08,8793.01,16946.188,1583294399999,149066927.01482,33602,8407.944,73966516.87445,0
1583294400000,8792.81,8853.88,8778.69,8819.18,14116.408,1583308799999,124452138.62549,29338,6964.236,61401468.25774,0
1583308800000,8819.19,8834.61,8703.72,8723.90,21326.300,1583323199999,186796324.86636,45274,9794.278,85807820.53546,0
1583323200000,8723.90,8787.23,8669.23,8707.91,27657.878,1583337599999,241578041.60412,56818,14100.679,123195681.54667,0
1583337600000,8708.24,8753.00,8676.00,8746.15,16306.251,1583351999999,142157596.01773,32535,7935.093,69184204.23921,0
1583352000000,8746.14,8767.85,8692.89,8756.93,9109.095,1583366399999,79549011.77117,21610,4612.223,40281575.03756,0
1583366400000,8755.98,8949.34,8755.98,8878.52,36488.939,1583380799999,323775684.36910,67234,20140.188,178666459.42048,0
1583380800000,8878.53,8950.00,8870.00,8902.00,19375.256,1583395199999,172673328.28781,33501,9474.644,84448522.71444,0
1583395200000,8902.92,9130.00,8896.32,9106.49,36938.665,1583409599999,334142973.06432,70716,19080.159,172542573.37608,0
1583409600000,9105.73,9147.05,9027.00,9093.74,26993.700,1583423999999,245127370.69789,50493,13035.459,118407143.53521,0
1583424000000,9093.74,9163.56,9071.10,9161.33,20148.131,1583438399999,183499412.88566,41193,10053.982,91590778.24425,0
1583438400000,9161.33,9172.30,9039.00,9062.81,21895.932,1583452799999,199131679.64325,42467,9520.340,86597067.28220,0
1583452800000,9062.62,9088.00,8994.14,9042.36,19879.905,1583467199999,179753301.12754,39752,9742.484,88116713.51713,0
1583467200000,9042.03,9145.60,9020.00,9107.48,21196.241,1583481599999,192834076.32344,37635,10417.799,94784293.03564,0
1583481600000,9107.83,9179.75,9077.70,9138.65,21517.504,1583495999999,196471650.55480,43380,11200.668,102295743.53327,0
1583496000000,9138.64,9138.64,9016.53,9016.99,26207.399,1583510399999,238079638.08613,50719,12158.564,110464110.28387,0
1583510400000,9017.00,9111.49,9016.00,9094.00,13261.897,1583524799999,120286754.35017,29533,6932.827,62878453.36116,0
1583524800000,9094.00,9147.40,9070.00,9139.48,12948.637,1583539199999,118009809.65128,25892,6154.859,56102558.04065,0
1583539200000,9139.77,9153.57,9082.00,9098.55,12802.019,1583553599999,116662635.07612,23320,6215.621,56651885.52047,0
1583553600000,9098.56,9116.29,9056.10,9092.24,12084.641,1583567999999,109765675.47165,21530,6046.068,54922250.96181,0
1583568000000,9093.17,9125.00,9079.00,9097.96,12292.254,1583582399999,111930705.97124,24217,6010.033,54730187.97912,0
1583582400000,9097.95,9144.97,9080.00,9121.03,15379.052,1583596799999,140107702.63287,29618,7535.716,68653643.11686,0
1583596800000,9121.01,9204.00,8850.00,8896.90,61089.453,1583611199999,548807513.02739,114917,28198.735,253419303.86631,0
1583611200000,8897.31,8932.31,8865.00,8897.18,12157.580,1583625599999,108181318.05406,26750,5752.899,51189399.86342,0
1583625600000,8895.62,8897.71,8707.28,8756.73,27011.488,1583639999999,237132486.50425,49073,12361.446,108493634.23622,0
1583640000000,8756.00,8763.64,8710.00,8749.93,11987.923,1583654399999,104756954.35666,22854,5981.928,52280698.05895,0
1583654400000,8749.93,8760.00,8672.00,8749.99,15389.899,1583668799999,134345776.13678,32738,7267.362,63461067.84156,0
1583668800000,8749.37,8756.36,8299.06,8400.00,68685.894,1583683199999,586398394.94049,126432,29614.754,253006437.95725,0
1583683200000,8399.99,8401.49,8115.94,8287.88,70906.433,1583697599999,586276904.19378,129603,34088.273,281938069.07300,0
1583697600000,8286.74,8305.79,7997.70,8038.46,43425.391,1583711999999,354582152.56732,82637,19933.340,162874750.39174,0
1583712000000,8038.99,8182.31,7984.00,8069.87,41665.942,1583726399999,336636951.42740,74521,21002.546,169724499.04879,0
1583726400000,8070.00,8070.86,7672.85,7901.86,87745.298,1583740799999,690234690.35388,152363,41592.459,327259297.72043,0
1583740800000,7902.52,7996.28,7762.06,7813.34,36312.806,1583755199999,286131145.41712,71005,17576.129,138546101.09462,0
1583755200000,7813.34,7929.00,7635.21,7771.29,89590.719,1583769599999,696162783.72615,170893,44697.129,347427589.07619,0
1583769600000,7771.90,7891.71,7695.42,7847.42,52545.181,1583783999999,409398105.95470,108811,27068.528,210959922.47923,0
1583784000000,7847.45,7943.91,7800.00,7932.15,26539.161,1583798399999,208804606.50010,52661,13683.936,107695926.54959,0
1583798400000,7932.45,7975.00,7842.72,7912.36,23599.519,1583812799999,186877860.13468,45304,11529.351,91318440.99371,0
1583812800000,7912.35,7956.68,7869.75,7904.37,21118.465,1583827199999,167295576.26630,40215,9777.926,77459446.02725,0
1583827200000,7903.67,8115.00,7878.60,8068.62,46113.632,1583841599999,369059912.20338,86063,25047.947,200474053.36973,0
1583841600000,8068.62,8156.31,7744.71,7774.16,76874.729,1583855999999,614330472.85127,134340,36009.929,287993606.10195,0
1583856000000,7773.39,7988.00,7733.00,7984.00,44919.708,1583870399999,353165927.60645,89519,23972.726,188570158.30448,0
1583870400000,7984.68,8041.41,7872.30,7897.66,44442.649,1583884799999,353798075.67990,85012,21107.633,168085150.65616,0
1583884800000,7898.21,7967.99,7870.00,7926.12,18245.512,1583899199999,144535126.27118,35669,9369.972,74230446.14172,0
1583899200000,7926.33,7948.22,7817.25,7865.69,21310.655,1583913599999,167748441.30820,42769,10583.691,83312684.92376,0
1583913600000,7865.70,7930.00,7758.18,7830.00,38311.575,1583927999999,299985708.11016,72113,19201.769,150404223.38623,0
1583928000000,7830.00,7902.37,7740.00,7785.52,35026.557,1583942399999,274082601.44598,63454,16904.027,132319117.01198,0
1583942400000,7786.96,7850.01,7593.29,7834.38,70261.586,1583956799999,543174112.16258,123828,34493.245,266815257.32407,0
1583956800000,7834.37,7988.00,7802.62,7938.39,37381.496,1583971199999,295274764.39499,63596,19037.040,150396990.30887,0
1583971200000,7938.39,7969.00,7575.00,7667.32,60939.755,1583985599999,471881379.02242,110908,27552.449,213313468.02701,0
1583985600000,7666.26,7666.26,7340.00,7397.90,76548.879,1583999999999,574283496.50907,145839,36483.346,273759050.04032,0
1584000000000,7397.35,7470.00,5199.17,6038.38,243525.618,1584014399999,1609042254.91447,416730,113891.613,750142780.51320,0
1584014400000,6046.39,6299.00,5711.10,6122.46,126238.960,1584028799999,760932335.65437,318021,63401.068,382241299.22574,0
1584028800000,6122.46,6227.75,5938.20,6034.68,64348.290,1584043199999,391085156.73144,184658,31872.533,193763482.43506,0
1584043200000,6033.25,6060.00,4347.00,4764.65,213145.518,1584057599999,1128459568.32859,383020,103396.657,547674029.96225,0
1584057600000,4762.28,5529.97,3621.81,5154.99,260906.774,1584071999999,1202228342.51970,582071,127170.082,587965536.72289,0
1584072000000,5153.62,5427.39,4520.62,5373.87,141467.149,1584086399999,706964780.46600,445696,69240.432,346264686.77587,0
1584086400000,5374.15,5700.19,5111.00,5401.00,121989.731,1584100799999,664316019.69988,355454,60772.317,331262752.65619,0
1584100800000,5401.00,5971.00,4888.00,5207.90,193542.155,1584115199999,1058546533.81696,472985,97519.775,533801519.95159,0
1584115200000,5205.49,5538.15,4739.22,5398.09,139767.696,1584129599999,718649452.12628,390938,71027.066,366007255.72710,0
1584129600000,5398.09,5689.76,5221.11,5570.26,77815.737,1584143999999,426488110.46177,244814,39568.166,216956565.92692,0
1584144000000,5569.84,5638.42,5307.44,5566.88,60369.015,1584158399999,330570372.32276,161934,30996.898,169812409.82061,0
1584158400000,5565.97,5568.27,5385.00,5498.99,39100.898,1584172799999,213486416.52239,100813,20311.997,110904015.81831,0
1584172800000,5498.99,5500.00,5161.03,5438.63,61392.353,1584187199999,327575345.73878,160988,29675.554,158369922.43824,0
1584187200000,5438.32,5447.82,5264.02,5306.02,47337.799,1584201599999,253426190.08559,114019,23183.553,124172943.69726,0
1584201600000,5307.90,5489.39,5245.47,5384.88,43304.112,1584215999999,234044402.78728,104221,22099.914,119464828.88454,0
1584216000000,5384.53,5419.33,5040.00,5167.01,64738.409,1584230399999,338337151.98377,136209,31167.207,162980982.32629,0
1584230400000,5167.21,5265.16,5089.12,5173.05,39087.599,1584244799999,202376728.20742,80006,19712.963,102083068.94650,0
1584244800000,5173.46,5326.74,5173.15,5267.08,28360.755,1584259199999,149042066.26146,57671,14238.491,74819920.35993,0
1584259200000,5267.31,5490.84,5207.06,5425.28,42276.061,1584273599999,226574372.44929,96176,22752.869,122024962.01899,0
1584273600000,5425.54,5596.60,5240.00,5318.97,56998.073,1584287999999,305612311.00769,122864,27586.587,148055649.83035,0
1584288000000,5319.96,5408.98,5252.86,5305.31,45105.710,1584302399999,239912339.87732,116221,24868.581,132297648.68474,0
1584302400000,5306.42,5954.47,5169.60,5357.32,144483.567,1584316799999,792544881.44815,333875,75590.544,414655853.66939,0
1584316800000,5354.81,5361.26,5175.00,5267.56,54003.526,1584331199999,284993310.83815,147556,30833.700,162777418.28440,0
1584331200000,5267.03,5294.39,4757.44,4783.83,89254.740,1584345599999,447954718.32933,200764,43061.589,216293865.81906,0
1584345600000,4783.05,4940.00,4413.62,4553.39,125745.254,1584359999999,583948384.62747,262770,65884.332,306437582.25306,0
1584360000000,4552.99,5176.65,4481.00,5143.88,197540.313,1584374399999,953164962.12880,423807,100898.278,487006686.57042,0
1584374400000,5137.68,5200.00,4820.08,4937.61,91379.608,1584388799999,459255214.13729,231547,45321.688,227858746.65556,0
1584388800000,4934.52,5056.20,4815.00,5026.26,63632.351,1584403199999,313818303.38848,179025,32950.101,162580034.26101,0
1584403200000,5027.11,5416.08,4913.49,5313.46,81346.194,1584417599999,422905264.88338,206042,44067.111,229171174.31480,0
1584417600000,5312.39,5414.90,5205.00,5341.38,52373.317,1584431999999,277119843.22908,134490,28292.248,149721406.09976,0
1584432000000,5342.31,5440.00,5166.66,5262.07,66704.697,1584446399999,352107517.43556,164005,35288.863,186362095.09894,0
1584446400000,5262.13,5380.00,5054.62,5359.88,100942.650,1584460799999,527306984.61259,235853,55178.264,288504674.76410,0
1584460800000,5359.79,5485.00,5281.00,5371.35,79090.412,1584475199999,424357674.65109,180106,42588.730,228655051.98858,0
1584475200000,5371.98,5529.98,5300.00,5307.38,49450.828,1584489599999,267337662.58387,133735,27027.544,146223657.09830,0
1584489600000,5306.42,5417.89,5261.65,5388.99,37707.918,1584503999999,201973229.88938,97325,21002.571,112530821.77843,0
1584504000000,5388.99,5435.00,5091.50,5144.79,56259.853,1584518399999,295747791.60682,120002,27652.111,145547984.85697,0
1584518400000,5144.26,5249.18,4982.75,5136.25,68105.147,1584532799999,349178145.60172,145609,35908.070,184236602.97408,0
1584532800000,5135.13,5390.00,4990.00,5328.50,109703.211,1584547199999,574244236.19969,241783,57136.504,299303872.01372,0
1584547200000,5327.27,5345.00,5133.00,5322.62,80521.629,1584561599999,421830683.98523,191099,43080.994,225812209.75707,0
1584561600000,5323.45,5416.00,5250.01,5389.64,49707.945,1584575999999,265503033.88096,119919,27212.134,145413395.43752,0
1584576000000,5389.94,5448.07,5246.50,5282.30,44913.280,1584590399999,240024769.15212,103192,24141.530,129094686.55411,0
1584590400000,5282.45,5430.75,5273.68,5407.17,36826.897,1584604799999,197297082.50541,80019,19870.002,106465884.75885,0
1584604800000,5406.98,5660.00,5365.00,5616.23,72661.532,1584619199999,401714373.54894,159991,40376.308,223308303.28628,0
1584619200000,5617.68,5925.00,5597.87,5887.53,121741.964,1584633599999,705043214.22284,260513,63877.888,370076608.71775,0
1584633600000,5887.66,6358.00,5780.00,6207.57,163564.399,1584647999999,1006042594.10160,364569,86210.849,530300457.95627,0
1584648000000,6206.97,6400.00,6120.66,6159.60,59683.118,1584662399999,372047745.12873,137094,30921.521,192888937.22460,0
1584662400000,6159.41,6261.00,6055.00,6151.77,42780.279,1584676799999,263518898.70503,109922,21969.793,135417476.94181,0
1584676800000,6152.25,6347.48,6110.41,6311.98,45058.944,1584691199999,280663279.86673,104396,24115.526,150197710.74946,0
1584691200000,6311.98,6911.00,6300.00,6656.70,153287.503,1584705599999,1020712215.85963,311842,81002.741,539237957.52423,0
1584705600000,6656.63,6710.12,6421.10,6612.55,92385.392,1584719999999,607559221.16174,209067,47415.481,312105578.74315,0
1584720000000,6611.57,6662.68,6157.26,6185.77,92552.718,1584734399999,588071200.27633,218104,46133.097,293304926.53425,0
1584734400000,6185.77,6371.91,5650.00,6203.77,145833.180,1584748799999,882661244.07693,321407,72976.918,442154682.27293,0
1584748800000,6204.47,6376.19,6060.31,6262.90,63785.060,1584763199999,396623377.64882,156802,35817.511,222757808.84225,0
1584763200000,6265.92,6320.00,6035.01,6147.58,53480.204,1584777599999,329389130.45828,131824,28611.481,176308616.43986,0
1584777600000,6147.01,6162.28,5854.01,6112.29,74677.498,1584791999999,449124723.12939,182571,40054.880,241049971.85464,0
1584792000000,6113.40,6269.70,6080.28,6207.83,68467.421,1584806399999,422603455.17896,171914,37048.980,228727301.38780,0
1584806400000,6208.00,6260.00,6035.00,6211.99,57632.638,1584820799999,355097463.62760,146149,30477.173,187849715.90872,0
1584820800000,6212.00,6457.17,6073.02,6183.69,69636.828,1584835199999,434924620.07428,197412,37278.206,232851600.69409,0
1584835200000,6183.84,6360.98,6100.57,6348.31,44434.880,1584849599999,277545855.91563,129700,23736.837,148157968.55175,0
1584849600000,6347.92,6408.91,6259.57,6284.36,43291.311,1584863999999,273902839.40426,116368,22692.221,143602211.78668,0
1584864000000,6284.87,6319.58,6125.00,6152.00,59353.648,1584878399999,370514075.98468,154093,31455.925,196445390.61607,0
1584878400000,6152.77,6153.19,5900.00,6069.74,90099.499,1584892799999,543369150.08584,240161,47253.829,285141385.25605,0
1584892800000,6070.56,6134.87,5855.68,5907.60,69274.772,1584907199999,414742513.18714,196831,36589.540,219200294.00262,0
1584907200000,5908.10,6145.92,5730.35,5810.17,84548.685,1584921599999,499896030.85613,235272,44923.803,265724183.80745,0
1584921600000,5810.30,5987.44,5670.00,5950.42,61037.302,1584935999999,358383921.95170,159453,32230.543,189381496.17884,0
1584936000000,5950.59,5988.00,5839.01,5850.83,44776.255,1584950399999,264019969.86489,105441,22876.727,134891133.67180,0
1584950400000,5851.38,5927.00,5726.79,5838.91,57023.275,1584964799999,331974019.32789,143400,31227.723,181839082.39966,0
1584964800000,5838.66,6619.90,5836.95,6230.00,186352.358,1584979199999,1165657624.52203,434397,95500.082,597083506.16423,0
1584979200000,6229.48,6380.00,6225.01,6267.24,70250.825,1584993599999,441842256.37809,172351,37199.373,233985748.51843,0
1584993600000,6263.32,6509.80,6259.33,6463.84,70306.072,1585007999999,450370786.69116,178569,38202.376,244735020.37637,0
1585008000000,6463.21,6689.51,6461.52,6522.20,73184.847,1585022399999,480839817.94899,185225,39153.305,257304948.47178,0
1585022400000,6522.18,6619.99,6369.00,6564.21,58665.207,1585036799999,381026498.22688,140009,30883.143,200603064.93538,0
1585036800000,6564.22,6840.00,6564.21,6732.60,94812.600,1585051199999,636697682.90733,233949,43625.611,293004779.45508,0
1585051200000,6732.77,6774.00,6456.78,6588.92,103121.387,1585065599999,683597400.83146,252574,47216.446,313085938.43795,0
1585065600000,6589.38,6741.78,6512.00,6695.62,58478.250,1585079999999,387150893.15421,159442,30510.215,202048403.02952,0
1585080000000,6695.20,6790.75,6605.00,6741.33,49706.262,1585094399999,334280245.80330,143058,28742.721,193360602.18013,0
1585094400000,6740.86,6740.98,6522.34,6555.40,50920.713,1585108799999,337427363.37026,140951,26284.211,174207079.39713,0
1585108800000,6555.04,6716.60,6527.85,6673.04,44659.364,1585123199999,296878028.95956,120175,24934.550,165761148.54846,0
1585123200000,6673.00,6960.71,6436.26,6516.58,122469.272,1585137599999,822588468.38325,290491,60802.057,408773595.76851,0
1585137600000,6517.24,6814.33,6497.24,6611.60,90002.097,1585151999999,595424690.23189,239867,49030.906,324449273.06453,0
1585152000000,6612.73,6699.99,6569.00,6618.01,49453.438,1585166399999,328468930.88034,133392,26592.520,176647508.22523,0
1585166400000,6617.63,6699.00,6550.00,6673.41,43179.658,1585180799999,286417377.45230,121221,22451.148,148972885.77843,0
