time,open,high,low,close,volume,closetime,assetvolume,trade_count,taker_buy_asset_volume,taker_buy_quote_volume,ignore
1569312000000,9754.05,9768,9680.27,9726.09,3996.677,1569326399999,38881962.02322,7559,2268.951,22071008.55528,0
1569326400000,9725.67,9729.07,9408.47,9530,15301.878,1569340799999,146338780.60553,19777,7589.142,72603679.00503,0
1569340800000,8683.20,8689.49,8645.61,8645.61,10.814,1569355199999,93807.78575,33,7.239,62893.03355,0
1569355200000,8358.01,8755.44,8137.09,8495.83,23548.671,1569369599999,200868110.94962,43954,12186.779,103966398.76686,0
1569369600000,8493.32,8725.24,8492.65,8565.61,8267.585,1569383999999,71346830.59060,14952,4271.346,36855327.04054,0
1569384000000,8565.52,8589.25,8200,8322.35,7839.039,1569398399999,66281481.60850,12799,3949.867,33411273.59826,0
1569398400000,8325.28,8546.73,8215,8327.38,7480.944,1569412799999,62377032.16906,17165,3882.846,32380989.60640,0
1569412800000,8324.27,8460,8242.61,8293.28,9081.314,1569427199999,75962298.20774,16760,4556.868,38119457.11295,0
1569427200000,8295.79,8408.31,8223.71,8346.96,6397.273,1569441599999,53303853.45005,12250,3143.741,26192831.76939,0
1569441600000,8346.96,8628.44,8332.41,8430.07,9155.947,1569455999999,77570054.13623,11781,5167.462,43801902.62747,0
1569456000000,8428.15,8443.55,8316.61,8361.80,4251.146,1569470399999,35610396.62827,6539,2272.952,19037007.59009,0
1569470400000,8361.82,8431,8335.72,8379,3154.622,1569484799999,26459016.30427,6681,1350.373,11326559.12517,0
1569484800000,8378.75,8464.40,8367.89,8387.08,3514.373,1569499199999,29593190.38493,9255,2159.435,18184079.55783,0
1569499200000,8387,8438.88,7825.89,7921.82,21856.290,1569513599999,178721504.24455,36128,10656.548,87198928.78821,0
1569513600000,7924.55,8160.50,7700.67,8131.12,22026.303,1569527999999,175024325.91164,42108,10919.537,86806954.16484,0
1569528000000,8131.23,8157,8010,8060.15,5263.211,1569542399999,42510596.07941,9870,2572.543,20774130.68048,0
1569542400000,8061.98,8093.21,7940.37,8019.99,4893.075,1569556799999,39151105.03469,9062,2691.910,21539611.43132,0
1569556800000,8019.15,8081.49,7951.77,8060.01,3443.524,1569571199999,27591453.26096,9417,1632.644,13077948.21022,0
1569571200000,8060,8128.78,7951.37,7988.08,6616.751,1569585599999,53169482.04719,12536,3527.114,28343666.66380,0
1569585600000,7984.71,8097,7851.94,7977.10,11382.027,1569599999999,90707658.80973,20475,5969.287,47580690.67415,0
1569600000000,7976.30,8060.01,7934.73,7990.70,6032.962,1569614399999,48331451.26511,13667,3192.473,25577268.72203,0
1569614400000,7990.01,8260,7980,8176.52,7666.314,1569628799999,62489698.68752,15239,3947.434,32150051.60132,0
1569628800000,8178.26,8211.21,8120.02,8164.01,3244.046,1569643199999,26478915.88529,8637,1610.949,13150501.33275,0
1569643200000,8164.51,8222.11,8141.18,8211.76,2915.339,1569657599999,23812492.49720,8529,1362.721,11131192.93515,0
1569657600000,8212.47,8243.54,8124.03,8133.23,3799.958,1569671999999,31073042.79396,10603,2049.393,16755622.26915,0
1569672000000,8132.68,8135.70,8001.14,8064.07,7324.607,1569686399999,59115880.19174,14877,3802.628,30688084.82898,0
1569686400000,8067.10,8179,8038.28,8146.66,4763.487,1569700799999,38665596.14479,10750,2264.096,18374063.49332,0
1569700800000,8145.70,8311,8057.35,8195.38,11773.482,1569715199999,96260252.89123,15824,5772.375,47191968.32596,0
1569715200000,8199,8226.35,8121.96,8130.22,4124.529,1569729599999,33709346.68858,9591,2593.922,21196638.40300,0
1569729600000,8130.16,8141.26,8040.11,8083.08,4554.654,1569743999999,36902859.85478,10435,3246.261,26307117.44023,0
1569744000000,8086.33,8116.99,8031.34,8073.12,4084.898,1569758399999,33004884.12898,10291,2444.337,19749985.17012,0
1569758400000,8072.89,8078.05,7888.98,7965.70,8625.319,1569772799999,68857312.50514,21200,4186.387,33417739.20313,0
1569772800000,7965.70,8032.73,7920.01,7956.40,6285.116,1569787199999,50160754.76310,11954,3326.633,26549231.07348,0
1569787200000,7951.59,8127.06,7918.75,8041.96,8291.540,1569801599999,66685755.77761,14657,4260.079,34255179.22239,0
1569801600000,8042.08,8054.82,7953.58,7972.07,6088.484,1569815999999,48715837.58281,9744,3917.459,31345020.78567,0
1569816000000,7972.03,7974.75,7709.01,7792.82,13568.502,1569830399999,105964046.07781,24066,6723.725,52511373.78054,0
1569830400000,7793.19,8094.48,7775.01,8034.78,12089.775,1569844799999,96226248.23726,20852,6027.373,47957733.58695,0
1569844800000,8033.48,8300.66,7982.08,8280,14038.751,1569859199999,114688962.42161,27345,6947.553,56784838.69955,0
1569859200000,8277.05,8331.89,8186,8269.65,4567.829,1569873599999,37725154.94349,13299,2399.016,19819175.79628,0
1569873600000,8268.61,8288.86,8162,8285.84,4059.179,1569887999999,33381675.89819,12023,1920.233,15792862.90735,0
1569888000000,8285.31,8499,8171,8392.36,7442.336,1569902399999,62130196.71244,17730,3687.018,30801497.41821,0
1569902400000,8392.39,8466.75,8341,8405.03,3662.252,1569916799999,30729240.19856,11277,1859.290,15601416.68762,0
1569916800000,8400.79,8409,8285,8353,5275.655,1569931199999,43955018.65935,12924,2947.279,24550832.12120,0
1569931200000,8350.14,8424.72,8270,8361.09,7066.940,1569945599999,58914812.20777,17389,3537.894,29493339.97997,0
1569945600000,8361.18,8494.49,8225.03,8295.66,10918.966,1569959999999,91184655.44214,20223,5200.030,43441208.22337,0
1569960000000,8300,8396.56,8263.01,8290,4846.655,1569974399999,40304888.40965,12623,2316.233,19263712.32092,0
1569974400000,8290,8325.40,8201,8239,4674.892,1569988799999,38623510.22967,11306,1917.996,15842407.52742,0
1569988800000,8241.34,8262.25,8149.35,8194.52,5230.510,1570003199999,42873993.74458,13251,2365.739,19391690.93376,0
1570003200000,8194.76,8274.50,8194.76,8255.57,3348.702,1570017599999,27582411.15053,10838,1511.536,12450436.71267,0
1570017600000,8256.32,8280,8185.28,8230.40,5439.207,1570031999999,44720909.11251,13115,2836.527,23319562.07588,0
1570032000000,8230.41,8264.36,8177.29,8250.79,6361.526,1570046399999,52323215.36521,11688,2896.228,23820041.68846,0
1570046400000,8250.79,8365.92,8209.18,8352.14,5274.342,1570060799999,43661949.47942,11254,2312.574,19154531.67453,0
1570060800000,8353.40,8386,8302.86,8323.92,3741.139,1570075199999,31169932.73633,9612,1574.934,13122429.86322,0
1570075200000,8324.55,8363.36,8237.37,8258.14,4023.595,1570089599999,33379990.65661,11116,1628.410,13507475.74882,0
1570089600000,8258.90,8288.88,8184.91,8215.26,5001.386,1570103999999,41171047.65044,13367,2245.871,18482321.30679,0
1570104000000,8215.49,8243,8020,8104.71,8390.436,1570118399999,68332098.36499,20943,3985.213,32463008.07771,0
1570118400000,8104.41,8206.25,8086,8141.03,5529.021,1570132799999,45025660.79821,14550,2449.411,19952461.48228,0
1570132800000,8142.77,8274.59,8111.49,8220.27,6744.653,1570147199999,55256198.18389,12633,3293.984,26985649.96554,0
1570147200000,8219.95,8227.42,8050,8101.77,8195.016,1570161599999,66492154.76774,14410,3728.517,30249253.05633,0
1570161600000,8100.25,8140,7979.95,8126.61,4461.004,1570175999999,36035289.69529,12960,2101.026,16974608.31061,0
1570176000000,8130,8170,8080.81,8145.01,3468.236,1570190399999,28168796.50146,12197,1583.103,12857360.69892,0
1570190400000,8146.18,8179,8117.04,8140.95,3790.723,1570204799999,30856587.16816,12609,1522.733,12395938.67729,0
1570204800000,8142.63,8199.50,8121.10,8179,4624.849,1570219199999,37765427.33474,12129,1868.740,15258560.92286,0
1570219200000,8179,8208.88,8124.76,8130.56,3881.283,1570233599999,31660137.84743,10378,1633.857,13326877.48753,0
1570233600000,8130,8144.44,8089.50,8131,5235.241,1570247999999,42487852.23871,10167,2296.745,18637121.49697,0
1570248000000,8131.50,8138.63,8092.66,8104.88,4075.450,1570262399999,33072110.28206,9915,1327.099,10764817.66922,0
1570262400000,8104.88,8109.43,8066,8077.76,4602.573,1570276799999,37205318.01883,11593,1788.230,14456969.62915,0
1570276800000,8077.75,8085,8010,8077.11,6494.837,1570291199999,52283974.78425,14802,3076.621,24762083.40330,0
1570291200000,8075.30,8095.87,8028.14,8063.96,4731.815,1570305599999,38142602.88738,11175,1858.935,14982618.01403,0
1570305600000,8063.33,8175,8055.79,8122.14,5122.090,1570319999999,41552230.84905,12139,1852.071,15029095.78813,0
1570320000000,8122.01,8148.43,8009,8039.21,7650.912,1570334399999,61686519.93558,12863,3565.262,28732785.50616,0
1570334400000,8039.66,8073.19,7889.64,7958.19,7482.703,1570348799999,59811898.14715,15281,3656.620,29239297.68641,0
1570348800000,7959.39,7960,7859.03,7937.72,6068.653,1570363199999,48063448.42823,15109,2735.617,21665724.36890,0
1570363200000,7935.35,8045.51,7861,7995.98,7743.640,1570377599999,61447659.22724,19082,3874.649,30753675.95538,0
1570377600000,7995.98,8012.27,7760,7887.04,6016.122,1570391999999,47508775.87803,18377,2730.215,21564876.81263,0
1570392000000,7885.27,7919.01,7798.94,7852.79,6947.009,1570406399999,54637423.39445,14132,3228.165,25389546.56741,0
1570406400000,7851.01,7900.95,7764.42,7859.27,10448.122,1570420799999,81718352.78126,18124,4721.151,36920504.46826,0
1570420800000,7859.46,7876,7796.54,7862,5973.937,1570435199999,46802828.79654,13231,2646.783,20736319.25376,0
1570435200000,7862,8225,7862,7975.99,12954.723,1570449599999,103288379.97037,24224,6475.404,51732990.59041,0
1570449600000,7975.51,8330,7975.20,8174.58,15681.018,1570463999999,127501603.97470,27857,8186.305,66599920.33074,0
1570464000000,8173.58,8307.22,8133.52,8208.75,11153.723,1570478399999,91761247.18819,20084,5567.694,45817300.07728,0
1570478400000,8208.75,8249.89,8175,8186.88,6548.776,1570492799999,53750026.11651,11880,2950.100,24213172.50739,0
1570492800000,8188.55,8322.01,8188.04,8255.90,8019.168,1570507199999,66221180.60389,13680,4202.093,34693609.23873,0
1570507200000,8257.01,8284.78,8195,8206.24,6662.867,1570521599999,54835296.00292,12966,2872.537,23637255.87286,0
1570521600000,8206.24,8207.85,8132.27,8177.48,8823.764,1570535999999,72081328.14357,15842,4109.677,33571948.01126,0
1570536000000,8176.64,8242.52,8132,8182.46,8339.493,1570550399999,68312232.27322,16636,3994.704,32724925.06002,0
1570550400000,8183.46,8206,8157.05,8163.54,5911.833,1570564799999,48333348.49510,11286,2707.705,22136213.89866,0
1570564800000,8165.06,8206,8103.88,8167.62,6958.040,1570579199999,56793377.72835,12058,2845.541,23219990.85936,0
1570579200000,8168.33,8198,8117.98,8119.11,6526.720,1570593599999,53247093.45572,11757,2649.751,21616257.84873,0
1570593600000,8119.11,8193.17,8113,8177.40,5729.723,1570607999999,46687303.89461,11689,2636.118,21480417.69302,0
1570608000000,8173.72,8236.15,8154.34,8183.32,7343.297,1570622399999,60157574.71709,15091,3283.985,26906522.06585,0
1570622400000,8183.32,8700,8159.77,8550.09,23301.533,1570636799999,196190148.71130,37650,11851.032,99867201.28270,0
1570636800000,8549.48,8665,8490.90,8576.37,13597.472,1570651199999,116696006.01204,23198,6982.103,59928057.50656,0
1570651200000,8578.60,8609.35,8518.32,8559.77,8954.898,1570665599999,76753725.92125,14941,4039.186,34619473.06518,0
1570665600000,8559.77,8589.21,8495.70,8541.12,6800.023,1570679999999,58102918.65020,13249,3165.250,27042083.39386,0
1570680000000,8541.74,8640.89,8530.50,8611.27,5725.803,1570694399999,49129694.38640,11775,2156.948,18520943.69437,0
1570694400000,8611.75,8619.51,8465.84,8524.63,9330.958,1570708799999,79551590.24940,17870,4800.305,40924529.83302,0
1570708800000,8524.66,8553.99,8419.34,8536.08,9584.298,1570723199999,81273329.31524,18294,4726.162,40076224.40844,0
1570723200000,8536.03,8570.18,8482.48,8552.62,5926.386,1570737599999,50517146.58803,11358,2215.782,18883926.48673,0
1570737600000,8552.50,8587.24,8517.61,8556.02,6918.200,1570751999999,59152280.72656,11315,3027.794,25890395.78357,0
1570752000000,8557,8569,8475.46,8551.26,7046.685,1570766399999,60020766.66859,12198,3265.738,27813179.56181,0
1570766400000,8551.69,8788,8332.60,8385.26,28895.823,1570780799999,245720295.76046,40536,14089.082,119812053.51867,0
1570780800000,8384.60,8386.61,8280,8295.88,10169.185,1570795199999,84745734.37256,19397,4920.810,40999651.76521,0
1570795200000,8295.74,8357.30,8268.51,8341,7700.058,1570809599999,64084285.58891,16569,4147.774,34521225.19290,0
1570809600000,8341,8369.99,8277.37,8340.96,8278.607,1570823999999,68916755.38628,14939,3316.702,27608521.68244,0
1570824000000,8341.64,8350,8210,8255.58,7067.606,1570838399999,58684805.15491,13332,3117.276,25877298.71640,0
1570838400000,8255.54,8327.91,8248.34,8306.56,5899.600,1570852799999,48927897.35240,12260,2255.077,18697650.52468,0
1570852800000,8307.01,8356,8303,8336.35,5885.266,1570867199999,49037832.45619,10255,2244.752,18704633.27773,0
1570867200000,8336.33,8366.79,8289.26,8319.75,5674.466,1570881599999,47244962.89895,11468,2491.134,20729823.95290,0
1570881600000,8319.74,8397.45,8304.70,8368.79,7058.380,1570895999999,58914850.74673,13351,2866.104,23932732.36208,0
1570896000000,8368.94,8395,8290.50,8307.99,6912.629,1570910399999,57565495.41733,12008,3152.989,26252734.60716,0
1570910400000,8307.99,8343.65,8292,8300.22,6331.173,1570924799999,52688291.95597,9031,2298.223,19127282.27751,0
1570924800000,8300.31,8360,8277.32,8336.51,5762.460,1570939199999,47985931.37026,9750,2021.640,16834896.43693,0
1570939200000,8336.51,8354.11,8307.20,8319.36,4445.248,1570953599999,37010438.71004,9064,2005.100,16692074.72887,0
1570953600000,8318.76,8378.19,8316.06,8345.14,4706.924,1570967999999,39253564.35776,10455,2232.057,18615407.09091,0
1570968000000,8345.14,8440,8342.55,8401.39,9107.409,1570982399999,76430127.46748,18380,4404.206,36958394.79102,0
1570982400000,8401.39,8456,8397.65,8430,6084.668,1570996799999,51268812.30416,11747,2487.098,20957889.43715,0
1570996800000,8430,8430,8137.30,8274.66,13714.204,1571011199999,113337027.57105,21461,6278.159,51863643.47798,0
1571011200000,8274.33,8300.22,8243.87,8286.51,5335.289,1571025599999,44158377.69067,11136,2084.932,17252961.63713,0
1571025600000,8286.62,8329.38,8272,8302.17,5563.985,1571039999999,46175677.28157,10347,2141.452,17773787.09949,0
1571040000000,8302.13,8320.50,8276.01,8279.61,6000.199,1571054399999,49798757.39595,12445,2986.625,24786310.66942,0
1571054400000,8277.61,8285.95,8241.19,8251.50,9058.467,1571068799999,74883225.12835,16714,4273.499,35322781.06478,0
1571068800000,8252.34,8381.77,8205.02,8327.16,24555.184,1571083199999,204377762.83301,28591,12241.629,101877187.97284,0
1571083200000,8327.16,8347.55,8251.16,8346.05,11486.697,1571097599999,95509826.89174,13801,5052.067,41994643.16888,0
1571097600000,8346.31,8408.62,8311,8313.69,6968.146,1571111999999,58172646.58170,13521,3257.650,27208484.29580,0
1571112000000,8313.96,8338.45,8272,8279.74,7972.723,1571126399999,66235602.42451,11001,3575.130,29692258.04153,0
1571126400000,8278.14,8320.15,8258.33,8294.50,12142.967,1571140799999,100648965.58995,10699,5990.445,49641691.82945,0
1571140800000,8294.23,8378.51,8235,8316.18,22332.846,1571155199999,185061896.34842,22216,10971.884,90908616.55517,0
1571155200000,8316.16,8321.40,8080,8177.46,26600.795,1571169599999,218072216.50398,28850,13434.183,110123406.28528,0
1571169600000,8177.50,8182.05,8131.03,8160.01,10229.272,1571183999999,83406100.23574,11343,5675.373,46273931.64929,0
1571184000000,8160.55,8184,8140,8167.82,7614.084,1571198399999,62157273.41307,8809,4354.518,35547012.05718,0
1571198400000,8167.38,8177.02,8119.48,8140.12,7005.305,1571212799999,57165757.38439,10085,3965.588,32360435.41382,0
1571212800000,8135,8166.51,8010.64,8060.33,16910.442,1571227199999,136997799.65806,20706,8615.303,69811124.11012,0
1571227200000,8060.33,8060.33,7900.24,7955.01,18761.384,1571241599999,149843541.09207,25572,9348.890,74662337.94391,0
1571241600000,7952.23,8022.98,7901.01,7957.06,12278.651,1571255999999,97818587.01007,16518,6041.170,48127420.15194,0
1571256000000,7958.40,8020.38,7957.20,7992.21,7864.586,1571270399999,62828883.39078,8627,4768.868,38095582.65407,0
1571270400000,7994.76,7998.14,7956.88,7968.12,7907.288,1571284799999,63048202.66685,8095,4104.911,32732607.73295,0
1571284800000,7967.65,7989,7930,7975.38,9659.490,1571299199999,76869664.18481,9666,5118.004,40722633.66300,0
